dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price,unique_id
"1,600 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,"Create Your New Home In A 1600 Sq Ft Flat For Rent In Bashundhara, Near Eastern Bank Limited | Atm Booth",https://www.bproperty.com/en/property/details-1862272.html,25000.0,1862272
"1,600 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,In The Fine Location Of Bashundhara A 1600 Sq Ft Apartment Is All Set For Rent Near Ific Bank Ltd.,https://www.bproperty.com/en/property/details-1862270.html,25000.0,1862270
"1,500 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block I,Check This 1500 Sq Ft Apartment Up For Rent At Bashundhara Very Near To Bangladesh Resource Improvement Trust (brit) Hq,https://www.bproperty.com/en/property/details-1861357.html,25000.0,1861357
"1,380 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,1380 Sq Ft Ready Flat For Rent In Badhundhara R/a Nearby Rupayan Shopping Complex,https://www.bproperty.com/en/property/details-1858819.html,20000.0,1858819
"2,000 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,1800 Sq Ft Flat For Rent In Bashundhara R-a Close To North South University,https://www.bproperty.com/en/property/details-1858340.html,29000.0,1858340
"2,100 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block A,2100 SQ FT flat near NSU for Rent in Bashundhara R-A,https://www.bproperty.com/en/property/details-1858316.html,35000.0,1858316
"2,400 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block F,2400 SQ FT flat near NSU for Rent in Bashundhara R-A,https://www.bproperty.com/en/property/details-1856100.html,70000.0,1856100
"1,530 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,At Bashundhara R-A 1530 Square feet flat for Rent close to NSU,https://www.bproperty.com/en/property/details-1854505.html,25000.0,1854505
"2,203 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,"2203 SQ FT apartment for rent near North South University, in Bashundhara R-A",https://www.bproperty.com/en/property/details-1850454.html,36000.0,1850454
"1,350 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block B,Check this 1350 SQ Ft apartment for rent at Bashundhara nearby Playpen School Junior Section,https://www.bproperty.com/en/property/details-1849962.html,25000.0,1849962
"1,150 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Apartment of 1150 SQ FT for rent in Bashundhara R-A, near North South University",https://www.bproperty.com/en/property/details-1843723.html,25000.0,1843723
"1,100 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block F,"Available in Bashundhara R-A, an apartment of 1100 SQ FT is available, near North South University",https://www.bproperty.com/en/property/details-1841963.html,21000.0,1841963
"1,100 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block I,1100 Sq Ft Ready Flat For rent In Bashundhara Residential Area,https://www.bproperty.com/en/property/details-1841087.html,20000.0,1841087
"1,850 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block I,For Rent Covering An Area Of 1850 Sq Ft In Bashundhara Nearby Modinatul Ulum Madrasa Mosjid,https://www.bproperty.com/en/property/details-1840855.html,28000.0,1840855
"2,200 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block D,At Bashundhara R-A 2200 Square feet flat for Rent close to NSU,https://www.bproperty.com/en/property/details-1839355.html,32000.0,1839355
"1,450 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block D,"At Bashundhara R-a, 3 Bedrooms Nice Flat Up For Rent Near Playpen School",https://www.bproperty.com/en/property/details-1835911.html,27000.0,1835911
"1,500 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block E,"1500 SQ FT apartment for rent in Bashundhara R-A, near North South University",https://www.bproperty.com/en/property/details-1835083.html,25000.0,1835083
"1,500 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,A Must See 3 Bedrooms Apartment For Rent Is All Set For You In Bashundhara Near Atimkhana Madrasa,https://www.bproperty.com/en/property/details-1833212.html,25000.0,1833212
"1,350 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,3 Bedrooms Flat Is Up For Rent At Bashundhara R-a Near Ific Bank Limited,https://www.bproperty.com/en/property/details-1832706.html,24000.0,1832706
"2,100 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,2100 SQ FT Apartment for Rent in Bashundhara R-A nearby NSU,https://www.bproperty.com/en/property/details-1829649.html,40000.0,1829649
"1,450 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,Rarely Available A 1450 Sq Ft Apartment Is Up For rent At Bashundhara Nearby Rupayan Shopping Complex,https://www.bproperty.com/en/property/details-1827877.html,30000.0,1827877
"1,660 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,A Nice Residential Flat Of 3 Bedrooms For Rent Can Be Found In Bashundhara Nearby Markajul Fikril Islamia Mosjid,https://www.bproperty.com/en/property/details-1826867.html,26000.0,1826867
"1,270 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block C,A 1270 Sq Ft Flat Is Up For Rent In Bashundhara Nearby C-block Mosjid,https://www.bproperty.com/en/property/details-1826614.html,20000.0,1826614
"1,316 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,Reasonable 1316 SQ FT flat is available for Rent in Bashundhara R-A near to NSU,https://www.bproperty.com/en/property/details-1824651.html,25000.0,1824651
"3,100 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block C,"Check This Comfortable And Nice 3100 Sq Ft Apartment For Rent At Bashundhara Nearby Independent University, Bangladesh",https://www.bproperty.com/en/property/details-1824567.html,55000.0,1824567
"1,700 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block F,In the amazing location of Bashundhara very close to Viquarunnisa Noon School and College Bashundhara Branch this beautiful 1700 SQ FT apartment is waiting for rent.,https://www.bproperty.com/en/property/details-1824089.html,24000.0,1824089
"2,116 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block B,"Very Affordable And Great Location, This 2116 Sq Ft Apartment For Rent At Bashundhara Nearby Independent University, Bangladesh Is Certainly Assures You These Benefits.",https://www.bproperty.com/en/property/details-1823160.html,33000.0,1823160
"1,150 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block H,"Start residing in this 1150 SQ FT, properly developed flat for rent, in Bashundhara R-A Block H, near Sapra Mosjid",https://www.bproperty.com/en/property/details-1823083.html,18000.0,1823083
"1,250 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block H,Reasonable 1250 SQ FT flat is available for Rent in Bashundhara R-A near to NSU,https://www.bproperty.com/en/property/details-1823084.html,19000.0,1823084
"1,750 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block E,"Start a new home, in this 1750 SQ FT flat for rent in Bashundhara R-AB Block E, near North South University",https://www.bproperty.com/en/property/details-1820445.html,32000.0,1820445
"1,300 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block A,"Create your home in a 1300 SQ FT flat for rent in Bashundhara R-A, near Jamuna Future Park",https://www.bproperty.com/en/property/details-1819778.html,22000.0,1819778
850 sqft,2,2,Apartment,Dhaka,Bashundhara R-A,Block A,"Looking for convenience? Well, look no further as we have this 850 SQ Ft ready flat at Bashundhara, near Assistant Commissioner Office up for rent.",https://www.bproperty.com/en/property/details-1819755.html,18000.0,1819755
"1,800 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block E,"Start a new home, in this 1800 SQ FT flat for rent in Bashundhara R-A Block E, near Jamuna Future Park",https://www.bproperty.com/en/property/details-1818849.html,20000.0,1818849
"1,500 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block F,1500 SQ FT flat is now for rent in Bashundhara R-A close to NSU,https://www.bproperty.com/en/property/details-1811638.html,25000.0,1811638
"1,700 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block B,A 1700 SQ Ft beautiful apartment for rent is all set for you in Bashundhara close to North South University,https://www.bproperty.com/en/property/details-1815205.html,30000.0,1815205
"2,200 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block D,"Flat in Bashundhara R-A for rent, near Independent University Bangladesh",https://www.bproperty.com/en/property/details-1811769.html,53000.0,1811769
"1,900 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,In Bashundhara R-A 2200 SQ FT flat is available for Rent which is now close to NSU,https://www.bproperty.com/en/property/details-1810736.html,35000.0,1810736
700 sqft,2,2,Apartment,Dhaka,Bashundhara R-A,Block I,In Bashundhara R-A 700 SQ FT flat is available for Rent which is now close to NSU,https://www.bproperty.com/en/property/details-1810550.html,16000.0,1810550
"2,500 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block C,Visit this flat for rent covering an area of 2500 SQ FT in Bashundhara near East West Media Group Ltd.,https://www.bproperty.com/en/property/details-1807499.html,37000.0,1807499
"1,500 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,"1500 Sq Ft Can Be Found In Bashundhara R-a Block F For Rent , Near Viquarunnisa Noon School And College",https://www.bproperty.com/en/property/details-1805628.html,20000.0,1805628
"1,450 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block A,Ready flat 1450 SQ FT is now for Rent in Bashundhara R-A nearby IUB,https://www.bproperty.com/en/property/details-1804878.html,30000.0,1804878
"2,000 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block A,"Get comfortable in a 2000 SQ FT flat for rent in Bashundhara R-A, near North South University",https://www.bproperty.com/en/property/details-1804694.html,32000.0,1804694
"1,300 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block A,"Get comfortable in a 1300 SQ FT flat for rent in Bashundhara R-A, near North South University",https://www.bproperty.com/en/property/details-1804153.html,22000.0,1804153
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,Check this comfortable and nice 1400 SQ Ft apartment for rent at Bashundhara nearby Dot Interior,https://www.bproperty.com/en/property/details-1803502.html,24000.0,1803502
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Reside conveniently in this well constructed 1250 SQ FT flat for rent in Bashundhara R-A Block D, near North South University",https://www.bproperty.com/en/property/details-1795215.html,24000.0,1795215
800 sqft,2,2,Apartment,Dhaka,Bashundhara R-A,Block F,800 SQ FT flat is now for Rent which is in Bashundhara R-A near to NSU,https://www.bproperty.com/en/property/details-1801675.html,17000.0,1801675
"1,500 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,"Get comfortable in a 1500 SQ FT flat for rent in Bashundhara R-A Block F, near Viquarunnisa Noon School and College Bashundhara Branch",https://www.bproperty.com/en/property/details-1800741.html,27000.0,1800741
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,A well-constructed 1400 SQ FT flat is ready for Rent in Bashundhara R-A close to NSU,https://www.bproperty.com/en/property/details-1800357.html,26000.0,1800357
"1,650 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block G,"Comfortable And Well Designed Flat Of 1650 Sq Ft In Bashundhara R-a For Rent, Near North South University",https://www.bproperty.com/en/property/details-1799721.html,27000.0,1799721
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,"Reside Conveniently In This Well Constructed 1400 Sq Ft Flat For Rent In Bashundhara R/a Block G, Near North South University",https://www.bproperty.com/en/property/details-1798319.html,25500.0,1798319
"1,853 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,1853 square feet residential apartment for rent,https://www.bproperty.com/en/property/details-1798278.html,35000.0,1798278
"1,100 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,"Create your home in a 1100 SQ FT flat for rent in Bashundhara R/A, near North South University",https://www.bproperty.com/en/property/details-1794888.html,25000.0,1794888
"1,450 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,"Obtain your new residence at this 1450 SQ FT apartment up for rent at Bashundhara, Block D nearby Playpen School Junior Section.",https://www.bproperty.com/en/property/details-1796317.html,21000.0,1796317
"1,850 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,"Find your desired apartment at this 1850 SQ Ft ready flat at Bashundhara, near C-Block Mosque.",https://www.bproperty.com/en/property/details-1795368.html,30000.0,1795368
"1,200 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block C,Find your desired apartment at this 1200 SQ Ft ready flat for rent at Bashundhara nearby IFIC Bank Limited | Bashundhara Branch.,https://www.bproperty.com/en/property/details-1795498.html,30000.0,1795498
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Get Comfortable In A 1250 Sq Ft Flat For Rent In Bashundhara R/a, Near North South University",https://www.bproperty.com/en/property/details-1795232.html,24000.0,1795232
"1,900 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block G,"Find your desired apartment at this 1900 SQ Ft ready flat for rent at Bashundhara, Block G nearby Bashundhara Industrial Headquarters 1.",https://www.bproperty.com/en/property/details-1794476.html,30000.0,1794476
"1,750 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block F,"Start your new life in your new home, see this nicely planned 1750 SQ FT flat which is up for rent in Bashundhara, Block F nearby Eastern Bank Limited | ATM Booth.",https://www.bproperty.com/en/property/details-1790360.html,30000.0,1790360
"1,750 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,"Looking For A Bigger Place? Try Us, As We Have This Apartment Ready For Rent At Bashundhara, Nearby Ific Bank Limited | Bashundhara Branch.",https://www.bproperty.com/en/property/details-1789617.html,27000.0,1789617
"1,550 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,Ready Flat 1550 Sq Ft Is Now For Rent In Bashundhara R/a Nearby Playpen,https://www.bproperty.com/en/property/details-1783395.html,25000.0,1783395
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Comfortable, Convenient And Well Constructed 1250 Sq Ft Flat For Rent In Bashundhara R/a Block D, Near Independent University Bangladesh",https://www.bproperty.com/en/property/details-1788497.html,24000.0,1788497
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Comfortable And Well Designed Flat Of 1250 Sq Ft In Bashundhara R/a Block D For Rent, Near North South University",https://www.bproperty.com/en/property/details-1788495.html,24000.0,1788495
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Picture Yourself, Residing In This Well Constructed And Planned 1250 Sq Ft Flat In Bashundhara R/a Block D For Rent, Near Viquarunnisa Noon School And College Bashundhara Branch",https://www.bproperty.com/en/property/details-1788493.html,24000.0,1788493
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Looking For Convenience? Well, Look No Further As We Have This 1250 Sq Ft Ready Flat For Rent At Bashundhara Nearby Ebenzer International School, Dhaka.",https://www.bproperty.com/en/property/details-1788461.html,24000.0,1788461
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"Rarely Available 1250 Sq Ft Apartment Is Up For Rent At Bashundhara Nearby Shanghai Shengyouming Industry Co. ,ltd (xingzhi Group).",https://www.bproperty.com/en/property/details-1788460.html,24000.0,1788460
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,For Renting 1250 Square Feet Flat Is Available In Bashundhara R/a Near To Nsu,https://www.bproperty.com/en/property/details-1788458.html,24000.0,1788458
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,"Start a new home, in this 1400 SQ FT flat for rent in Bashundhara R/A Block D, near Playpen School Junior Section",https://www.bproperty.com/en/property/details-1788007.html,25000.0,1788007
"1,451 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block D,"A well defined residential flat of 1451 SQ FT is available for rent in Bashundhara R/A Block D, near North South University",https://www.bproperty.com/en/property/details-1783052.html,30000.0,1783052
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,Your new home is waiting for you in this lovely apartment for rent includes 1400 SQ Ft at Bashundhara nearby Playpen School Junior Section.,https://www.bproperty.com/en/property/details-1781968.html,28000.0,1781968
"1,150 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block I,"A Well Defined Residential Flat Of 1150 Sq Ft Is Available For Rent In Bashundhara R/a Block I, Near Mosque Madrasa",https://www.bproperty.com/en/property/details-1781289.html,20000.0,1781289
"1,650 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block J,"Get comfortable in a 1650 SQ FT flat for rent in Bashundhara R/A Block J, near Mosque Madrasa",https://www.bproperty.com/en/property/details-1780101.html,25000.0,1780101
"1,300 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block C,Find your desired apartment at this 1300 SQ Ft ready flat for rent at Bashundhara R/A nearby C Block Mosjid.,https://www.bproperty.com/en/property/details-1778116.html,22000.0,1778116
"1,950 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,"Visit this flat for rent covering an area of 1950 SQ FT in Bashundhara nearby Independent University, Bangladesh.",https://www.bproperty.com/en/property/details-1777430.html,30000.0,1777430
"1,950 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,"Get Comfortable In A 1950 Sq Ft Flat For Rent In Bashundhara R/a Block B, Near Independent University, Bangladesh",https://www.bproperty.com/en/property/details-1777308.html,35000.0,1777308
"2,500 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,"See, This 2500 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Rent In Bashundhara R/a Nearby Iub School Of Engineering And Computer Science.",https://www.bproperty.com/en/property/details-1778973.html,52000.0,1778973
"1,250 sqft",3,2,Apartment,Dhaka,Bashundhara R-A,Block C,"Visit this flat for rent covering an area of 1250 SQ FT at Block C, Bashundhara R/A nearby C Block Mosjid.",https://www.bproperty.com/en/property/details-1778031.html,20000.0,1778031
"1,975 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,"A Nice Residential Flat Of 1975 Sq Ft, For Rent, Can Be Found In Bashundhara R/a Block B, Near Independent University, Bangladesh",https://www.bproperty.com/en/property/details-1776602.html,37000.0,1776602
"1,550 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block B,"Comfortable And Well Designed Flat Of 1550 Sq Ft In Bashundhara R/a Block B For Rent, Near Southeast Bank Limited",https://www.bproperty.com/en/property/details-1775402.html,24000.0,1775402
"2,200 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block A,"Flat For rent In Bashundhara R/a Block A, Near Sekandar Bag Jame Masjid",https://www.bproperty.com/en/property/details-1776974.html,50000.0,1776974
"2,200 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block A,A Well-constructed Flat Is Ready For Rent In Bashundhara R/a Close To North South University,https://www.bproperty.com/en/property/details-1777028.html,50000.0,1777028
"2,200 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block A,2200 Square Feet A Decent Flat Which Is Near To IUB Is Now For Rent In Bashundhara R/a,https://www.bproperty.com/en/property/details-1777031.html,50000.0,1777031
"2,200 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block A,"Flat Can Be Found In Bashundhara R/a Block A For Rent , Near Southeast Bank Limited",https://www.bproperty.com/en/property/details-1777011.html,50000.0,1777011
"2,200 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block A,"Flat For Rent In Bashundhara R/A Block A, Near Eastern Bank Limited",https://www.bproperty.com/en/property/details-1777018.html,50000.0,1777018
"2,200 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block A,Flat is now available for rent  nearby NSU in Bashundhara R/A,https://www.bproperty.com/en/property/details-1776970.html,50000.0,1776970
"1,710 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block G,1710 sft ready flat for rwnt in Bashundhara Residential,https://www.bproperty.com/en/property/details-1770639.html,25000.0,1770639
"2,000 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,2000 Sq Ft Residential Apartment To Rent In Bashundhara R/A,https://www.bproperty.com/en/property/details-1679596.html,32000.0,1679596
"1,470 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block F,1470 SQ FT flat is now Vacant for rent in Bashundhara R/A close to Viquarunnisa Noon School and College,https://www.bproperty.com/en/property/details-1766814.html,23000.0,1766814
"2,050 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block E,A well defined residential flat of 2050 SQ FT is available for Rent in Bashundhara R/A Block E,https://www.bproperty.com/en/property/details-1765634.html,32000.0,1765634
"2,350 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block C,2350 Square Feet Residential Apartment For Rent In Bashundhara,https://www.bproperty.com/en/property/details-1685812.html,43000.0,1685812
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block H,Get a comfortable 1400 SQ FT flat ready for rent at Bashundhara R/A near Sapra Mosque,https://www.bproperty.com/en/property/details-1766277.html,25000.0,1766277
"1,450 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,Offering You 1450 Sq Ft Flat For Rent In Bashundhara R-A Near To Sunflower School And College,https://www.bproperty.com/en/property/details-1766410.html,26000.0,1766410
"2,100 sqft",3,5,Apartment,Dhaka,Bashundhara R-A,Block A,Offering you a very Open 2100 SQ FT flat for Rent in Bashundhara R/A near to Masjid - Block A,https://www.bproperty.com/en/property/details-1765454.html,60000.0,1765454
"1,100 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,"Choose your destination, 1100 SQ FT flat which is available for Rent in Bashundhara R/A near to Playpen School",https://www.bproperty.com/en/property/details-1764293.html,26000.0,1764293
"1,319 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,1319 SQ FT flat is situated at Bashundhara R/A near Ebenzer International School which is waiting for being rented,https://www.bproperty.com/en/property/details-1757161.html,25000.0,1757161
"2,500 sqft",4,3,Apartment,Dhaka,Bashundhara R-A,Block F,Reasonable 2500 Sq Ft Flat Is Available For Rent In Bashundhara R/a Near To Viquarunnisa Noon School And College,https://www.bproperty.com/en/property/details-1759809.html,40000.0,1759809
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,Have A Look At This 1400 Sq Ft Flat Which Is Up For Rent Located At Bashundhara R/a Near To Mehedi Mart,https://www.bproperty.com/en/property/details-1759272.html,22000.0,1759272
"1,319 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,"A Great flat for renting purposes is available in Bashundhara R/A Block C, with a space of 1319 SQ FT, very close to Independent University Bangladesh",https://www.bproperty.com/en/property/details-1757166.html,25000.0,1757166
"1,860 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block B,A 1860 SQ FT full furnished flat is available for rent in Bashundhara R/A near to Oxford Foundation,https://www.bproperty.com/en/property/details-1758967.html,50000.0,1758967
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block I,Have A Look At This 1400 Sq Ft Family Living Flat For Rent Located At Bashundhara R/a Near To Sapra Mosque,https://www.bproperty.com/en/property/details-1758311.html,26000.0,1758311
"1,600 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block F,In Bashundhara R/A 1600 SQ FT flat is available for rent which is now close to Intex Nilachal,https://www.bproperty.com/en/property/details-1757833.html,26000.0,1757833
"1,300 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,A rightly planned 1300 SQ FT flat is found for rent in Bashundhara R/A near Playpen School,https://www.bproperty.com/en/property/details-1757148.html,20000.0,1757148
"1,350 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,1350 SQ FT fine flat is now for rent which is in Bashundhara R/A near to Playpen School,https://www.bproperty.com/en/property/details-1756926.html,22000.0,1756926
"1,230 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,For rental purpose 1230 SQ FT flat is now up for rent in Bashundhara R/A close to IUB,https://www.bproperty.com/en/property/details-1757242.html,25000.0,1757242
"1,200 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,Plan to move in this 1200 SQ FT flat which is for rent in Bashundhara R/A near to Playpen School,https://www.bproperty.com/en/property/details-1756942.html,24000.0,1756942
"1,600 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,Take A Look To An Impressive Flat Of 1600 Sq Ft For Rent Located At Bashundhara R/a Very Close To Oxford Foundation School,https://www.bproperty.com/en/property/details-1756432.html,30000.0,1756432
"1,610 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block B,"Well developed Flat up for rent in Bashundhara R/A Block B near Prime Bank Limited, Bosundhara Branch. , of 1610 SQ FT",https://www.bproperty.com/en/property/details-1754969.html,35000.0,1754969
"1,550 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,Modern 1550 Sq Ft Flat Is Up For Rent In Bashundhara R/a Near Playpen School,https://www.bproperty.com/en/property/details-1754190.html,25000.0,1754190
"1,450 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block D,1450 SQ FT fine flat is now for rent which is in Bashundhara R/A near to North South University,https://www.bproperty.com/en/property/details-1753869.html,22000.0,1753869
"1,250 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block C,Sophisticated 1250 SQ FT flat is available for rent in Bashundhara close to Block C,https://www.bproperty.com/en/property/details-1750571.html,20000.0,1750571
"1,400 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,"Well Developed Flat Up For Rent In Bashundhara R/a Near Jamuna Future Park, Of 1300 Sq Ft",https://www.bproperty.com/en/property/details-1749347.html,28000.0,1749347
"2,200 sqft",4,5,Apartment,Dhaka,Bashundhara R-A,Block F,Ready flat 2200 SQ FT is now for rent in Bashundhara near by Block F,https://www.bproperty.com/en/property/details-1748484.html,35000.0,1748484
"1,500 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block I,A convenient 1500 SQ FT Residential Flat is prepared to be Rented at Bashundhara R/A nearby NSU University,https://www.bproperty.com/en/property/details-1748035.html,23000.0,1748035
"1,250 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block I,"You Can Move Into This Well Planned And Comfortable Residential Flat In Bashundhara R/a Block I For Rent, Of 1250 Sq Ft, Near North South University",https://www.bproperty.com/en/property/details-1747973.html,18000.0,1747973
"2,200 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block I,2200 Sq Ft Fine Flat Is Now For Rent Which Is In Bashundhara Near To Block I,https://www.bproperty.com/en/property/details-1747627.html,30000.0,1747627
"1,450 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,An Affordable Flat Of 1450 Sq Ft Is Available For Rent At Bashundhara R/a Adjacent To Apollo Hospital,https://www.bproperty.com/en/property/details-1747297.html,27000.0,1747297
"1,500 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block G,Offering you a very attractive flat of 1500 SQ FT for rent in Bashundhara R/A near to NSU University,https://www.bproperty.com/en/property/details-1746674.html,30000.0,1746674
"1,300 sqft",2,2,Apartment,Dhaka,Bashundhara R-A,Block F,"A Great Flat For Renting Purposes Is Available In Bashundhara R/a Block F, With A Space Of 1200 Sq Ft, Very Close To Jamuna Future Park",https://www.bproperty.com/en/property/details-1745175.html,25000.0,1745175
"2,400 sqft",4,4,Apartment,Dhaka,Bashundhara R-A,Block D,A rightly planned 2400 SQ FT flat is found for rent in Bashundhara R/A near Playpen School,https://www.bproperty.com/en/property/details-1744863.html,75000.0,1744863
"1,200 sqft",3,3,Apartment,Dhaka,Bashundhara R-A,Block D,A good looking 1200 SQ FT flat which is near to Block D is now for rent in Bashundhara R/A,https://www.bproperty.com/en/property/details-1742292.html,24000.0,1742292
"1,865 sqft",3,4,Apartment,Dhaka,Bashundhara R-A,Block C,"Get comfortable in a 1865 SQ FT flat for rent in Bashundhara R/A Block C, near Jamuna Future Park",https://www.bproperty.com/en/property/details-1741928.html,35000.0,1741928
